continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status,company_age
Asia,Master's,Y,N,2107,South,19578.03,Year,Y,0,133
Asia,Bachelor's,N,N,1962,West,94153.6,Year,Y,1,42
North America,Master's,Y,N,4566,Northeast,34951.03,Year,Y,0,168
Asia,High School,Y,N,17068,Northeast,78564.34,Year,Y,1,9
Europe,Master's,Y,N,196,Northeast,46290.18,Year,Y,0,50
Africa,Doctorate,Y,N,308,Northeast,22909.05,Year,Y,0,10
Asia,High School,N,N,909,Midwest,61219.41,Year,Y,0,23
North America,Bachelor's,Y,N,3528,West,42253.92,Year,Y,0,19
Asia,Master's,Y,N,1079,South,55512.44,Week,Y,0,29
Europe,Bachelor's,Y,N,2727,West,101275.84,Year,Y,0,33
Asia,Bachelor's,N,N,426,Midwest,67796.05,Year,Y,0,84
Asia,Master's,Y,N,4527,Midwest,86902.89,Year,Y,0,19
North America,Bachelor's,Y,N,350,South,60295.65,Year,Y,1,34
Asia,High School,Y,N,3459,Northeast,126884.34,Year,N,1,17
North America,High School,N,N,3922,South,55758.1,Year,N,0,40
Asia,Bachelor's,Y,N,2426,Northeast,105353.74,Year,Y,0,28
North America,Master's,N,N,1632,Northeast,159135.69,Year,Y,0,176
Asia,Doctorate,N,N,2022,Island,78381.48,Year,Y,0,17
Asia,Master's,N,N,1666,Midwest,88603.75,Year,N,0,112
Asia,Bachelor's,Y,N,3935,Northeast,53138.65,Year,Y,1,60
Asia,Bachelor's,Y,N,2929,Northeast,72504.19,Year,Y,0,19
Europe,High School,N,N,48,South,123656.77,Year,Y,0,15
Asia,Master's,Y,N,1090,South,56543.15,Year,Y,0,25
Asia,High School,N,Y,3399,South,63480.29,Year,N,1,82
Asia,Master's,Y,N,1274,Midwest,114877.13,Year,Y,0,19
Asia,Master's,Y,N,1133,Midwest,81977.3,Year,Y,0,18
Asia,Bachelor's,N,N,4147,Northeast,93326.89,Year,Y,1,43
Asia,Master's,Y,N,4170,Northeast,42426.36,Year,Y,0,138
Europe,Doctorate,N,N,4689,West,198146.37,Year,Y,0,20
Asia,Bachelor's,Y,N,5398,South,39776.26,Year,Y,0,22
Asia,Bachelor's,Y,N,3777,West,11863.43,Year,Y,0,77
Asia,Doctorate,Y,N,6120,Northeast,110822.33,Year,Y,0,79
Asia,Bachelor's,Y,N,3617,South,35862.09,Year,Y,0,32
Asia,Bachelor's,N,N,545,Northeast,101532.85,Year,Y,0,12
Asia,Master's,Y,N,2973,Midwest,85406.36,Year,Y,0,17
Europe,Master's,Y,N,4488,Northeast,6423.19,Year,Y,0,116
Asia,Bachelor's,Y,N,19526,South,18133.73,Year,Y,1,25
Asia,Master's,Y,N,382,Northeast,70594.59,Year,N,0,14
Europe,Doctorate,Y,N,5788,West,6143.66,Year,Y,0,92
North America,Bachelor's,Y,N,508,West,72072.26,Year,Y,0,34
Asia,Master's,N,N,4911,South,88041.02,Year,N,0,18
Asia,Master's,N,Y,1953,West,45176.53,Year,Y,1,73
North America,Master's,Y,N,5579,West,28144.64,Year,Y,0,36
Asia,Master's,Y,N,885,Northeast,776.9489,Hour,Y,0,16
Asia,High School,Y,N,2998,Northeast,106705.86,Year,Y,1,101
Asia,High School,Y,N,-14,South,27599.35,Year,Y,1,24
Asia,High School,Y,N,680,Midwest,146548.12,Year,Y,1,175
North America,Bachelor's,Y,N,2539,South,112584.24,Year,Y,1,19
Asia,Master's,N,N,2468,West,118091.93,Year,Y,0,82
North America,Master's,N,N,3274,Midwest,103488.11,Year,N,0,13
North America,Bachelor's,Y,N,1705,Northeast,83204.23,Year,N,1,45
Europe,Bachelor's,Y,N,2834,West,8018.85,Year,Y,0,37
Asia,Master's,Y,N,3151,West,505.6952,Hour,Y,0,31
Asia,High School,Y,N,4114,South,10034.93,Year,Y,1,19
Asia,Bachelor's,Y,N,255,Midwest,61907.18,Year,Y,1,22
Asia,Master's,Y,N,7015,Northeast,87975.29,Year,Y,0,11
Asia,Doctorate,N,Y,1807,West,176.5574,Hour,Y,1,20
Asia,Master's,N,N,107,Northeast,409.975,Hour,Y,1,11
Europe,Bachelor's,N,Y,10004,South,88113.67,Year,Y,0,52
Asia,Bachelor's,Y,N,2235,Northeast,112784.46,Year,Y,0,26
North America,Master's,Y,N,424,West,39100.04,Year,Y,0,12
Asia,Master's,Y,N,2753,Northeast,144550.77,Year,N,0,20
North America,Doctorate,Y,N,396,Northeast,116092.29,Year,Y,0,47
Asia,Bachelor's,Y,Y,35169,South,76045.89,Year,Y,0,63
Europe,High School,N,N,23088,South,63354.01,Year,Y,1,17
Asia,Bachelor's,Y,N,13557,West,88239.13,Year,Y,1,98
Asia,Master's,Y,N,2565,Northeast,42539.3,Year,N,1,67
Asia,Master's,N,N,664,Northeast,688.9991,Hour,Y,1,30
North America,High School,Y,N,5990,West,87312.49,Year,Y,1,17
Asia,Master's,N,N,111,Midwest,41126.98,Year,Y,1,38
Asia,Master's,N,N,150,South,103362.64,Year,Y,0,86
North America,Bachelor's,Y,N,3831,Northeast,67930.73,Month,Y,0,47
Asia,Bachelor's,Y,N,1871,Midwest,52603.59,Year,Y,0,69
Asia,Bachelor's,Y,N,2431,West,33587.17,Year,Y,0,15
Asia,Master's,N,N,1290,West,100.5384,Hour,Y,1,10
Asia,High School,N,Y,621,West,55579.41,Year,Y,0,43
Asia,High School,Y,N,2011,South,87795.55,Year,Y,0,32
Europe,Master's,Y,Y,934,South,77331.39,Year,Y,0,26
South America,Bachelor's,Y,N,717,South,63100.65,Year,Y,0,24
Asia,Bachelor's,Y,N,802,South,91167.64,Year,Y,0,17
Asia,Master's,Y,N,1704,Midwest,132503.77,Year,Y,0,14
Asia,High School,Y,N,2737,Midwest,5327.35,Year,Y,1,23
Asia,Bachelor's,N,N,4256,West,87176.58,Year,Y,0,19
North America,Bachelor's,N,N,2334,Island,114424.98,Year,N,1,54
Asia,Master's,Y,N,1726,Midwest,145363.03,Year,Y,0,39
Asia,Bachelor's,N,N,1207,Northeast,116374.76,Year,Y,0,118
Europe,High School,Y,N,397,Midwest,95111.16,Year,Y,1,31
Asia,High School,N,Y,766,South,152337.77,Year,Y,1,38
Asia,Bachelor's,N,N,1562,Northeast,125222.77,Year,Y,1,44
Asia,Bachelor's,Y,N,2250,Northeast,72358.39,Year,Y,0,47
Europe,Bachelor's,Y,N,3434,West,60799.95,Year,Y,0,11
Europe,High School,Y,N,473,West,41738.38,Year,Y,1,22
Europe,Doctorate,Y,N,2631,Midwest,110391.42,Year,Y,0,25
Europe,Master's,Y,N,2670,West,211159.95,Year,Y,0,9
Asia,Bachelor's,N,N,4450,West,64968.42,Year,Y,1,19
Asia,Master's,Y,N,4374,West,122203.35,Year,Y,1,21
Asia,Bachelor's,Y,N,5100,West,17833.35,Year,Y,1,12
North America,Bachelor's,Y,N,2944,South,52911.48,Year,Y,0,15
Asia,Master's,N,N,619,South,45860.26,Year,Y,0,49
North America,Master's,Y,N,13917,West,70087.12,Year,Y,0,16
Asia,Bachelor's,Y,N,210,Northeast,22930.72,Year,Y,1,128
North America,Bachelor's,N,Y,864,South,157842.33,Year,Y,1,108
Asia,Master's,Y,N,3392,Northeast,18674.63,Year,Y,0,38
Asia,Bachelor's,Y,N,2964,West,131836.07,Year,Y,1,28
Asia,Bachelor's,N,N,1285,West,80544.5,Year,Y,0,24
Europe,Doctorate,Y,N,373353,South,28248.56,Year,Y,0,46
North America,High School,N,N,2386,Northeast,730.4062,Hour,Y,1,50
North America,Doctorate,Y,N,5483,West,64955.57,Year,Y,0,24
North America,Master's,Y,N,2886,Northeast,45318.93,Year,Y,0,38
Asia,Bachelor's,Y,Y,786,South,31000.31,Year,Y,0,13
North America,Master's,Y,N,1481,South,128782.21,Year,N,0,16
North America,Master's,Y,N,1288,Midwest,46605.1,Year,Y,0,17
Europe,Master's,Y,N,21127,Northeast,43481.63,Year,N,0,41
South America,Doctorate,N,Y,60905,South,87530.84,Year,Y,0,16
Asia,Bachelor's,N,N,1628,West,45179.3,Year,Y,1,17
Europe,High School,Y,N,1100,South,28235.14,Year,Y,1,17
Asia,Master's,Y,N,1261,Midwest,93838.91,Year,Y,0,17
Asia,Bachelor's,Y,N,3155,Northeast,118.49,Hour,Y,0,50
Asia,Bachelor's,Y,N,1753,Northeast,344.9153,Hour,Y,0,27
Asia,Bachelor's,Y,N,2435,Northeast,615.8692,Hour,Y,1,25
Asia,Doctorate,N,Y,1850,South,127273.02,Year,Y,0,24
Europe,Bachelor's,N,N,1115,Northeast,949.4941,Hour,Y,1,26
Europe,Bachelor's,Y,Y,2961,South,51979.59,Year,Y,1,27
South America,Bachelor's,N,N,2872,South,105011.12,Year,Y,0,20
North America,Master's,Y,N,1160,Northeast,46541.71,Year,Y,0,20
Asia,Bachelor's,Y,N,3796,Midwest,54608.13,Year,Y,1,32
Europe,Master's,Y,N,1089,South,45243.0,Year,Y,0,14
Asia,Master's,Y,N,595,South,154789.23,Year,N,0,54
Europe,Master's,Y,N,3151,West,63330.62,Year,Y,1,24
Europe,Doctorate,Y,N,3354,Northeast,6558.09,Year,Y,0,23
Asia,Doctorate,Y,N,14839,South,19829.34,Year,Y,0,13
Asia,Bachelor's,N,N,118659,South,68336.71,Year,Y,0,23
Asia,Master's,Y,N,472,Northeast,59219.91,Year,Y,0,30
Europe,Bachelor's,N,N,653,West,15925.9,Year,Y,0,34
Europe,High School,N,N,2664,South,96882.01,Year,Y,1,34
Europe,Bachelor's,Y,N,2719,Northeast,91365.09,Year,Y,0,15
Asia,Master's,Y,N,163,Northeast,54620.95,Year,Y,0,23
Asia,Master's,Y,N,4305,West,60831.49,Year,Y,0,204
Asia,Master's,Y,N,1452,South,114300.23,Year,N,1,14
Asia,High School,Y,N,1058,Midwest,98569.04,Year,Y,1,16
Asia,Master's,N,N,3871,South,111735.2,Year,N,0,13
Asia,Bachelor's,N,N,1554,West,52579.57,Year,N,1,54
North America,Master's,Y,N,1097,Northeast,44040.11,Year,Y,0,18
Asia,Master's,Y,N,16236,Northeast,56214.08,Year,Y,1,34
North America,Bachelor's,Y,N,3368,West,111.64,Hour,Y,0,76
Asia,Bachelor's,Y,N,2875,Midwest,233790.85,Year,Y,0,22
Europe,Master's,N,N,3703,South,45804.36,Year,Y,1,72
North America,Bachelor's,N,Y,4229,West,25925.96,Year,Y,1,24
Asia,Bachelor's,N,N,461,West,464.4856,Hour,Y,0,26
Asia,High School,Y,Y,342,South,135028.39,Year,Y,0,28
Asia,Master's,Y,N,4740,South,43524.76,Year,Y,0,29
Asia,Master's,Y,N,1993,Midwest,219.07,Hour,Y,0,84
North America,Bachelor's,N,N,11555,West,133.33,Hour,Y,1,22
Asia,Bachelor's,N,N,6043,Northeast,43633.69,Year,N,1,22
Europe,Bachelor's,N,N,1985,South,76313.45,Year,Y,1,20
Europe,High School,Y,Y,3412,West,59768.48,Year,Y,1,23
North America,High School,Y,N,1665,West,57482.25,Year,Y,1,55
North America,Master's,N,N,25733,West,128367.28,Year,N,0,103
Asia,Bachelor's,Y,N,6277,South,70514.18,Year,Y,0,18
Asia,Bachelor's,Y,N,2139,South,36356.96,Year,Y,0,18
Asia,Bachelor's,N,N,1060,West,68340.77,Year,Y,1,25
Asia,High School,Y,N,3434,West,101797.53,Year,Y,1,25
North America,Master's,N,N,2323,West,101132.65,Year,Y,0,92
North America,Master's,Y,N,15023,Island,8779.56,Year,Y,1,21
Asia,High School,N,N,852,Northeast,76906.13,Year,N,1,35
Asia,Bachelor's,N,N,1294,Northeast,87621.74,Year,Y,1,30
Asia,Bachelor's,N,N,3054,Midwest,30192.01,Year,Y,1,23
Asia,High School,Y,N,3403,Northeast,84937.75,Year,Y,1,22
Asia,Bachelor's,Y,N,1420,West,153480.46,Year,Y,1,22
Asia,Bachelor's,N,N,293,Midwest,157243.55,Year,Y,0,18
Asia,Doctorate,N,N,4370,Midwest,93561.21,Year,Y,0,14
Asia,Bachelor's,Y,N,2782,West,70219.01,Year,Y,0,55
Europe,Master's,N,N,1971,West,22535.5,Year,Y,1,16
Asia,High School,N,Y,23694,South,163953.78,Year,Y,1,54
Asia,Master's,N,N,2076,Northeast,134669.2,Year,N,0,130
Asia,Bachelor's,Y,N,49,South,28006.81,Year,Y,1,31
Asia,Master's,N,N,34,South,29766.07,Year,Y,0,76
Europe,Bachelor's,Y,Y,2566,West,31579.14,Year,Y,0,15
South America,Bachelor's,N,Y,975,West,82467.19,Year,Y,1,37
Asia,Bachelor's,N,N,1500,West,116983.38,Year,Y,1,46
Asia,Bachelor's,N,N,3336,Midwest,65227.99,Year,Y,0,29
Europe,Doctorate,Y,N,61,West,50563.78,Year,Y,0,44
Asia,Bachelor's,Y,N,3384,South,113137.69,Year,Y,0,22
Africa,Bachelor's,Y,N,84074,Northeast,115732.03,Year,Y,0,15
Asia,Bachelor's,Y,N,4625,Midwest,131826.56,Year,Y,0,106
Asia,Master's,Y,N,1982,Northeast,28761.96,Year,Y,0,11
Africa,Master's,Y,N,51254,Northeast,100.01,Hour,Y,0,57
Asia,High School,N,N,1124,Northeast,15705.08,Year,Y,1,19
Europe,Bachelor's,N,Y,1642,Northeast,94500.22,Year,Y,0,26
Asia,Master's,N,N,229,Island,179131.84,Year,Y,0,10
North America,Doctorate,Y,N,1458,South,40286.12,Year,Y,0,12
Asia,Bachelor's,N,N,459,West,2712.11,Year,Y,0,55
Europe,Master's,Y,N,3035,Northeast,35299.63,Year,Y,0,36
Asia,Bachelor's,Y,Y,4440,South,21001.69,Year,Y,0,25
Asia,Bachelor's,Y,N,4709,Northeast,41180.84,Year,Y,0,47
Europe,Doctorate,Y,N,3400,West,74198.24,Year,Y,0,16
South America,Bachelor's,N,N,132,West,285.2286,Hour,Y,1,52
Asia,Bachelor's,Y,N,16808,South,99784.56,Week,Y,0,21
Asia,Master's,Y,N,1124,South,68680.66,Year,Y,0,15
Asia,Bachelor's,Y,N,144,Midwest,154692.83,Year,Y,0,17
Asia,High School,Y,N,3729,South,99865.67,Year,Y,0,25
Asia,High School,Y,N,3019,South,16036.49,Year,Y,0,36
North America,Master's,Y,N,2072,Northeast,131685.32,Year,Y,0,16
Asia,Master's,Y,N,1089,South,115752.57,Year,N,0,50
Asia,Master's,Y,N,4164,West,84510.87,Year,Y,0,19
Asia,Doctorate,N,N,2601,Midwest,146619.2,Year,Y,0,22
Asia,Master's,N,Y,1430,West,100461.45,Year,Y,0,18
Europe,Doctorate,N,Y,1799,Northeast,157796.24,Year,Y,0,29
Asia,Master's,Y,N,288,Midwest,99965.18,Year,Y,0,23
Asia,Bachelor's,N,N,1773,South,44534.73,Year,Y,1,18
Asia,Bachelor's,N,Y,2142,Northeast,80799.0,Year,Y,1,18
Asia,Master's,Y,N,4785,South,66894.66,Year,Y,0,16
Europe,Master's,N,N,1288,South,106195.76,Year,N,0,18
Asia,Bachelor's,Y,N,1086,Northeast,126072.88,Year,Y,1,62
Asia,High School,N,Y,1311,Northeast,130008.73,Year,Y,1,24
Europe,Master's,N,N,4334,Northeast,707.813,Hour,Y,0,27
South America,Bachelor's,N,N,25430,South,29910.4,Year,Y,1,17
Asia,High School,N,N,1190,South,82464.74,Year,Y,0,20
Asia,Bachelor's,N,N,5588,South,66435.87,Year,N,0,25
Europe,Bachelor's,Y,N,988,South,24031.35,Year,Y,0,21
Asia,Master's,Y,N,4024,Northeast,57685.01,Year,Y,0,32
Europe,Doctorate,N,N,4081,West,50577.52,Year,Y,0,53
Asia,Master's,N,N,3362,South,57872.65,Year,N,0,30
Asia,Master's,Y,N,4355,South,865.45,Hour,Y,0,12
Asia,Bachelor's,N,N,589,South,122716.68,Year,Y,0,24
Asia,Bachelor's,Y,N,1480,Northeast,238353.7,Year,Y,0,23
North America,Master's,Y,N,1543,West,105142.32,Year,N,1,26
Asia,Master's,N,N,2276,South,125939.31,Year,Y,1,13
Asia,Master's,Y,Y,29434,South,90890.56,Year,Y,0,40
Asia,Bachelor's,N,N,350,Northeast,62363.69,Year,Y,0,34
North America,Bachelor's,N,Y,2999,South,172504.71,Year,Y,0,17
Asia,Bachelor's,N,N,1972,Northeast,13358.9,Year,Y,1,26
North America,Master's,N,N,3798,Northeast,135666.55,Year,N,0,34
Asia,Master's,N,N,1045,South,78812.46,Year,Y,1,13
Asia,Bachelor's,N,Y,248,South,226.0,Hour,Y,0,16
Asia,Bachelor's,N,N,2197,Northeast,40141.67,Year,Y,0,23
Asia,Master's,Y,N,3184,Midwest,143194.85,Year,Y,0,18
North America,Master's,Y,N,1206,Northeast,121469.58,Year,N,0,144
Asia,Bachelor's,Y,N,727,Northeast,140986.28,Year,Y,0,16
Europe,Bachelor's,Y,N,2876,Northeast,102204.55,Year,N,0,34
South America,Bachelor's,Y,N,879,South,896.7055,Hour,Y,0,118
North America,Bachelor's,Y,N,4595,Northeast,388.5618,Hour,Y,1,54
Europe,Master's,Y,N,2814,West,55188.11,Year,Y,0,13
Asia,Bachelor's,Y,N,2496,South,163.07,Hour,Y,1,20
Asia,High School,Y,N,230,Midwest,77812.78,Year,Y,1,138
North America,Master's,Y,Y,15082,West,95843.72,Year,Y,0,29
North America,Bachelor's,Y,N,2438,Northeast,55677.82,Year,Y,1,25
Asia,Doctorate,N,N,2375,West,31576.24,Year,Y,1,12
North America,Master's,N,N,665,Midwest,120127.53,Year,Y,0,35
Asia,Bachelor's,N,N,451,Northeast,139741.99,Year,Y,1,25
Asia,Master's,N,N,5050,South,140071.67,Year,N,1,31
North America,Doctorate,Y,N,1039,West,43787.17,Year,Y,1,25
South America,High School,Y,N,2375,South,55113.38,Year,Y,0,31
North America,Bachelor's,N,N,1829,West,44441.86,Year,Y,0,54
Asia,Master's,N,N,1582,South,186664.97,Year,Y,1,85
Asia,Bachelor's,Y,Y,1371,West,125422.28,Year,Y,0,24
Asia,High School,Y,N,24299,West,118592.88,Year,Y,1,16
Europe,Bachelor's,N,N,1828,West,254.937,Hour,Y,0,125
Asia,Bachelor's,N,N,222,Northeast,42419.61,Year,Y,0,15
Africa,Bachelor's,Y,N,4207,South,52857.75,Year,Y,0,189
South America,Bachelor's,N,N,619,Midwest,47472.43,Year,Y,0,43
Europe,Bachelor's,N,N,1570,West,69085.07,Year,Y,0,20
South America,Master's,Y,N,1917,South,75368.28,Year,Y,0,111
Europe,Doctorate,Y,N,614,West,10536.04,Year,Y,0,157
Asia,High School,N,N,2454,Midwest,390.8642,Hour,Y,1,60
Europe,Bachelor's,Y,N,1045,West,64319.18,Year,Y,0,29
Asia,Bachelor's,Y,N,3576,Northeast,77756.03,Year,Y,1,11
Asia,Bachelor's,Y,N,3935,West,63634.36,Year,Y,1,29
Asia,High School,Y,N,4820,West,81713.84,Year,Y,1,20
Asia,Bachelor's,Y,N,2082,West,34397.35,Year,Y,0,43
Europe,Master's,Y,N,2361,Northeast,5084.16,Year,Y,0,17
South America,Master's,N,Y,1852,West,12514.46,Year,Y,0,185
Europe,High School,Y,N,3760,South,29449.49,Year,Y,1,22
Asia,Master's,N,Y,1790,South,184360.4,Year,Y,0,33
Asia,Master's,Y,N,511,Northeast,10558.54,Year,Y,0,16
South America,Bachelor's,Y,N,3932,Northeast,63377.43,Year,Y,1,21
Asia,Bachelor's,Y,Y,11244,Northeast,52604.94,Year,Y,1,30
South America,Master's,Y,N,2353,Northeast,41294.04,Year,Y,1,185
Asia,Bachelor's,N,N,4506,Northeast,127695.19,Year,Y,0,61
North America,Master's,N,N,3104,South,60374.73,Year,Y,1,12
Asia,Bachelor's,Y,N,1285,West,509.5368,Hour,Y,1,28
Asia,Bachelor's,N,N,2117,West,74662.59,Year,Y,1,19
Asia,Bachelor's,Y,N,2398,Northeast,101182.16,Year,Y,0,24
Asia,Bachelor's,Y,N,2117,Midwest,98718.96,Year,Y,1,27
Asia,Master's,Y,N,2579,South,137945.44,Year,N,0,16
North America,Master's,Y,N,4579,Northeast,108576.65,Year,Y,0,168
Asia,Bachelor's,Y,N,608,South,44356.21,Year,Y,0,38
Asia,Master's,N,N,2688,Northeast,126473.89,Year,N,0,159
North America,Doctorate,Y,N,1763,West,55913.78,Year,Y,0,158
South America,High School,Y,N,2741,South,10578.76,Year,Y,1,139
North America,Bachelor's,Y,N,3631,South,661.0799,Hour,Y,0,12
Asia,High School,Y,N,658,Midwest,89232.45,Year,Y,1,18
North America,High School,Y,N,2796,Northeast,64300.46,Year,Y,0,16
Asia,Bachelor's,N,Y,1356,South,92262.18,Year,Y,1,18
North America,High School,Y,N,51,West,37249.38,Year,Y,0,29
Asia,Doctorate,Y,N,420,Northeast,56289.55,Year,Y,0,16
Asia,Master's,N,N,943,Midwest,126106.35,Year,Y,0,121
Asia,High School,Y,N,5450,Northeast,19194.79,Year,Y,1,15
Asia,Bachelor's,N,N,2956,West,71581.91,Year,Y,0,36
Asia,Master's,Y,N,3832,Midwest,99803.6,Year,Y,0,20
Asia,Master's,N,N,278152,West,36691.21,Week,Y,0,53
North America,Master's,N,N,1468,West,127069.45,Week,Y,1,26
Asia,Bachelor's,Y,N,2802,West,92578.66,Year,Y,0,48
Asia,Bachelor's,Y,N,6037,South,16924.09,Year,Y,0,60
Asia,Bachelor's,Y,Y,1220,South,84577.92,Year,Y,1,18
Europe,Master's,Y,N,131,West,164418.74,Year,Y,0,23
Asia,Master's,N,N,1142,South,14067.01,Year,Y,1,20
Asia,Bachelor's,N,N,2568,West,44160.6,Year,Y,1,94
Asia,Master's,N,N,3406,South,161136.84,Year,N,0,13
Europe,Doctorate,N,N,1182,West,27366.69,Year,Y,0,20
North America,Doctorate,N,N,2848,South,1913.76,Year,Y,0,17
North America,Master's,Y,N,1789,Midwest,109671.18,Year,Y,0,11
North America,Master's,Y,N,1357,Northeast,59172.93,Year,N,0,24
Asia,Bachelor's,N,N,373,Midwest,272715.74,Year,N,0,18
Asia,Bachelor's,N,N,3758,West,74839.73,Year,Y,0,13
Asia,Bachelor's,N,Y,2237,South,63269.11,Year,Y,0,24
Europe,Doctorate,Y,N,678,West,64554.11,Year,Y,0,13
Asia,High School,N,N,3538,South,74187.59,Year,Y,1,12
Asia,High School,Y,N,646,South,110855.62,Year,Y,1,21
Asia,Master's,Y,N,968,South,44103.18,Year,Y,0,20
Asia,Master's,Y,N,2505,Northeast,35302.69,Year,Y,0,20
Europe,Doctorate,N,N,836,West,26747.59,Year,Y,0,14
North America,High School,Y,N,1304,Northeast,166675.94,Year,Y,1,12
Asia,Bachelor's,N,N,3365,Northeast,36140.17,Year,Y,0,19
Africa,Master's,Y,N,3100,Northeast,59120.18,Year,Y,0,27
Asia,Master's,N,N,4276,Midwest,215240.7,Year,Y,0,18
Asia,High School,Y,N,2026,Midwest,132480.35,Year,Y,1,10
Asia,Master's,Y,N,2768,Midwest,218488.72,Year,N,0,19
Asia,Bachelor's,N,N,599,West,80261.08,Week,Y,1,117
Asia,Bachelor's,Y,N,2405,West,78090.6,Year,Y,1,12
Asia,Master's,Y,N,2466,Midwest,56399.83,Year,Y,0,10
Europe,Bachelor's,Y,N,1065,West,125655.65,Year,Y,1,69
Asia,Bachelor's,Y,Y,2075,West,74137.7,Year,N,0,25
Asia,Bachelor's,N,N,1778,South,100850.52,Year,Y,0,40
Asia,Bachelor's,Y,N,639,Northeast,560.1519,Hour,Y,0,34
Oceania,Bachelor's,N,N,4029,Midwest,132347.75,Year,Y,0,164
Asia,Bachelor's,Y,N,3360,West,16257.89,Year,Y,0,24
Asia,Master's,Y,N,138563,West,60914.38,Year,Y,0,13
Africa,Master's,N,N,943,Northeast,103755.84,Year,Y,0,100
Asia,Bachelor's,Y,N,4566,Midwest,144447.57,Year,Y,0,16
Asia,Master's,Y,N,552,Midwest,119266.22,Year,Y,0,28
Europe,Master's,N,N,5943,West,769.4475,Hour,Y,1,16
Europe,High School,Y,N,1441,South,64422.79,Year,Y,0,51
Asia,Master's,N,N,1887,Midwest,147430.78,Year,Y,1,12
Asia,Master's,Y,N,3936,South,73354.98,Year,Y,0,29
North America,Bachelor's,N,N,3327,South,84501.04,Year,Y,0,19
Asia,Master's,Y,N,2979,South,117134.84,Year,Y,0,9
Asia,Master's,Y,N,2109,South,127222.23,Year,N,0,19
Asia,Master's,Y,N,24801,South,112580.59,Year,N,0,134
Asia,Bachelor's,N,N,2058,Midwest,100762.85,Year,Y,0,53
Asia,High School,Y,N,1305,West,119568.11,Year,Y,0,39
Asia,Master's,Y,N,268,West,32586.62,Year,Y,0,101
Asia,Bachelor's,N,N,5196,Northeast,133634.78,Year,N,1,8
Asia,Bachelor's,N,N,4478,Northeast,49071.8,Year,Y,1,26
Asia,Doctorate,N,Y,4602,West,91223.72,Year,Y,1,75
Asia,Bachelor's,Y,N,16733,Midwest,78888.5,Year,Y,0,16
Asia,Master's,N,N,5108,West,116040.7,Year,Y,1,101
Europe,Master's,Y,N,220,West,117123.56,Year,Y,0,25
Asia,Master's,Y,N,401,Northeast,58489.89,Year,Y,0,34
Asia,Bachelor's,N,N,1703,Northeast,770.5779,Hour,Y,1,38
Asia,Master's,N,N,2428,Northeast,42929.42,Year,Y,0,26
Asia,Bachelor's,Y,N,2031,West,633.679,Hour,Y,0,107
Europe,Master's,Y,N,2589,West,56113.16,Year,Y,0,30
Asia,Master's,Y,N,579,Island,184217.83,Year,Y,1,11
Asia,High School,Y,N,1059,Northeast,80864.11,Year,Y,0,58
North America,Doctorate,N,N,851,West,92686.73,Year,Y,0,24
Asia,Bachelor's,N,N,1174,West,26669.46,Year,Y,1,25
Asia,Bachelor's,N,N,2377,South,225.6413,Hour,Y,0,34
Asia,High School,Y,N,1561,West,43552.39,Year,N,1,60
Asia,Bachelor's,Y,N,1291,South,97777.85,Year,Y,1,24
Asia,Master's,Y,N,15964,Northeast,114194.43,Year,Y,0,19
Africa,Master's,Y,N,2561,Northeast,158748.55,Year,Y,0,40
North America,Doctorate,Y,N,2316,Midwest,104221.52,Year,N,0,13
Asia,Bachelor's,Y,N,4626,South,572.1959,Hour,Y,1,20
North America,Master's,Y,N,5254,West,68690.8,Year,Y,0,24
Asia,Bachelor's,Y,Y,82,West,58547.96,Year,Y,0,16
Asia,Master's,N,N,439,Northeast,157780.77,Year,Y,1,25
Asia,Bachelor's,Y,N,1641,South,67086.02,Year,Y,0,38
North America,Bachelor's,Y,N,1063,Northeast,30912.39,Year,Y,1,36
Asia,Bachelor's,N,N,1463,South,73495.67,Year,Y,1,59
Asia,Bachelor's,N,N,267,Northeast,139404.91,Year,Y,0,26
Asia,Master's,Y,N,2085,Midwest,82971.81,Year,N,0,76
Asia,Master's,Y,N,803,Northeast,4450.7,Year,Y,0,25
Asia,Master's,Y,N,796,Midwest,96779.07,Year,Y,0,24
North America,Bachelor's,Y,N,4704,Northeast,28084.24,Year,Y,0,20
South America,Doctorate,N,Y,3248,Northeast,27711.0,Year,Y,0,25
Europe,Master's,Y,Y,2455,West,111875.37,Year,Y,0,17
North America,Master's,Y,N,4086,South,114977.75,Year,N,0,18
Europe,Doctorate,Y,N,2816,Northeast,15209.37,Year,Y,0,95
Asia,Bachelor's,Y,N,1474,Northeast,91520.32,Year,Y,1,129
North America,Bachelor's,Y,N,1904,South,76436.4,Year,Y,1,25
Asia,Master's,Y,N,5205,West,4942.25,Year,Y,0,22
North America,Doctorate,Y,N,3039,South,34996.2,Year,Y,0,24
Europe,Bachelor's,N,Y,1141,South,54645.56,Year,Y,0,32
Europe,Master's,Y,N,631,West,123214.48,Month,Y,0,15
Asia,High School,Y,N,3948,Northeast,80098.97,Year,Y,0,143
North America,Master's,Y,N,4750,West,79464.64,Year,Y,1,121
Africa,Bachelor's,N,Y,2134,South,103627.11,Year,Y,1,44
Asia,Doctorate,N,N,2425,Northeast,4424.3,Year,Y,0,42
North America,Master's,Y,N,67632,Midwest,44499.62,Year,N,0,22
